Name,AtEventIndex,EdgeCount,EdgeDelete,Latency,AlgTimeSinceLast,CurrentRuntime
0,19345575,12399,19333177,208974062,4248749,89985652147
0,19383661,17556,19366106,229118346,4410423,90244255315
0,19417184,17360,19399825,226974625,4482009,90525154301
0,19448744,14394,19434351,234276133,3090745,90800804516
0,19479822,17612,19462211,196623503,3245477,91086433699
0,19509913,14079,19495835,193964090,3666988,91338295654
0,19537891,14925,19522967,178770565,4961457,91599147989
0,19565459,13448,19552012,203871713,2920628,91826098889
0,19594544,15562,19578983,160945614,3907037,92089975173
0,19618502,11459,19607044,135305254,2751644,92300784731
0,19644047,12509,19631539,158635044,3936521,92503082460
0,19667469,11067,19656403,138619935,2299847,92711178391
0,19687789,9989,19677801,137544871,2605539,92909737443
0,19719229,17617,19701613,186951936,4666362,93106399071
0,19746797,13793,19733005,142768973,3591188,93345726070
0,19772016,12865,19759152,171315878,2713347,93931202721
0,19801582,16861,19784722,168267263,3364538,94150968257
0,19839759,18074,19821686,258618368,4131800,94368154616
0,19874589,17682,19856908,214057410,2968732,94688050294
0,19905895,14576,19891320,209158639,1816449,94960584247
0,19932725,13239,19919487,317397805,3144712,95240146180
0,19944963,6314,19938650,111064482,1924336,95640335526
0,19960147,7218,19952930,124521663,1233952,95821567830
0,19975740,7887,19967854,79788606,1233788,96006137413
0,20000781,16052,19984730,157777264,1049234,96220983419
0,20029210,12420,20016791,298114179,875501,96425212851
0,20053152,11987,20041166,168518575,755573,96772303584
0,20077886,12588,20065299,156067152,748815,96986924635
0,20101944,11864,20090081,160377607,836069,97244929993
0,20124850,11489,20113362,161931553,1565454,97458584506
0,20147745,11083,20136663,1917078382,7792483,97728045839
0,20169598,10794,20158805,268362065,1860116,99737392330
0,20190830,10677,20180154,197973324,9996239,100110040427
0,20211124,9749,20201376,158545111,2299878,100364735171
0,20230904,9884,20221021,128847644,2180595,100570629598
0,20251033,10056,20240978,159976027,3927321,100760865052
0,20274282,11729,20262554,176419074,3887232,100971765005
0,20294747,10057,20284691,177057437,3703403,101205334521
0,20315630,10056,20305575,205459990,3608160,101434001907
0,20332826,8658,20324169,156155410,4840883,101707946659
0,20348742,7571,20341172,130183719,4049376,101940551198
0,20362327,6093,20356235,121674413,2244397,102127737865
0,20375516,6735,20368782,113755540,1776945,102299910903
0,20389204,6852,20382353,93055991,1851752,102469187628
0,20403245,7163,20396083,96101663,3190906,102617551181
0,20417147,7416,20409732,104328035,2740491,102769652526
0,20432387,7846,20424542,126114961,3208679,102953133886
0,20446795,6820,20439976,117860587,5891501,103140919472
0,20458654,5213,20453442,116177101,3231114,103328759916
0,20472880,7473,20465408,103475404,3378034,103517857641
0,20490122,8503,20481620,153153341,3286810,103719745997
0,20507907,8251,20499657,170268796,4440118,103931517753
0,20525956,9248,20516709,116315907,4679088,104166571541
0,20542398,8294,20534105,129941128,2548034,104332791720
0,20561894,9971,20551924,129544802,3024977,104517684015
0,20581991,10390,20571602,120683986,3057490,104698625618
0,20603287,10768,20592520,132233225,3291875,104868766312
0,20626107,12366,20613742,147222112,2621130,105047828654
0,20654348,14574,20639775,166721395,2303033,105249766299
0,20684371,14607,20669765,202868615,1845789,105468283946
0,20714135,14961,20699175,173842892,2394632,105719405343
0,20750714,15150,20735565,371958233,1932037,105939700494
0,20781606,15077,20766530,129645972,1667400,106359364950
0,20809480,13802,20795679,139923035,1904390,106536239449
0,20836793,14247,20822547,132476086,1404027,106741120846
0,20864854,13839,20851016,121391750,1479552,106920543113
0,20888607,10825,20877783,110828621,2053470,107089459620
0,20912208,12330,20899879,103112716,1380549,107247820621
0,20938191,11617,20926575,122823124,3328083,107407181369
0,20960971,10877,20950095,118945901,2381448,107579320688
0,20982046,10914,20971133,105963049,5353983,107759514915
0,21009932,14168,20995765,134378463,6448997,107940556831
0,21037692,13732,21023961,142039960,7306062,108142916924
0,21066339,13908,21052432,147574238,6006535,108352006303
0,21096824,15634,21081191,156589989,9033140,108578343206
0,21125691,14135,21111557,154630841,5150475,108787111662
