ts,date,cumRuntimeMS,algTimeSinceLastMS,qLatencyMS,allVC,realVC,EC,pctSame,matchedVertices,same,different,colourCount
2001-02-19T15:00:00-08:00,2001-02-19,3,3,0,2,2,1,NaN,0,0,0
2001-06-28T15:00:00-07:00,2001-06-28,7,5,3,27989,859,1461,100.000,2,2,0
2001-11-03T15:00:00-08:00,2001-11-03,10,3,4,39569,4893,11817,96.740,859,831,28
2002-03-11T15:00:00-08:00,2002-03-11,36,25,6,99537,44168,296541,58.083,4893,2842,2051
2002-07-18T15:00:00-07:00,2002-07-18,60,20,4,155018,67713,508705,82.854,44168,36595,7573
2002-11-23T15:00:00-08:00,2002-11-23,137,85,15,275447,148401,1343041,78.703,67713,53292,14421
2003-04-01T14:00:00-08:00,2003-04-01,210,69,15,327414,197176,2087083,86.460,148401,128308,20093
2003-08-07T15:00:00-07:00,2003-08-07,306,119,43,460519,256079,2983125,86.640,197176,170834,26342
2003-12-13T15:00:00-08:00,2003-12-13,417,124,60,536229,324100,4101845,86.004,256079,220237,35842
2004-04-20T15:00:00-07:00,2004-04-20,628,223,79,605978,435051,6180567,82.854,324100,268531,55569
2004-08-26T15:00:00-07:00,2004-08-26,958,458,215,808339,561633,9128517,81.935,435051,356458,78593
2005-01-01T15:00:00-08:00,2005-01-01,1528,618,271,1172355,696324,13304079,81.764,561633,459211,102422
2005-05-10T15:00:00-07:00,2005-05-10,1969,561,402,1239917,837220,17766375,82.335,696324,573319,123005
2005-09-15T15:00:00-07:00,2005-09-15,2766,1102,717,1447290,1029581,24603441,79.593,837220,666372,170848
2006-01-21T15:00:00-08:00,2006-01-21,3866,1071,699,1574644,1227534,33373781,79.224,1029581,815679,213902
2006-05-30T15:00:00-07:00,2006-05-30,5099,1557,1033,1721930,1438807,44799535,77.887,1227534,956095,271439
2006-10-05T15:00:00-07:00,2006-10-05,6708,1742,1180,1855088,1644143,58415561,77.931,1438807,1121282,317525
2007-02-10T15:00:00-08:00,2007-02-10,8407,1741,1229,1870709,1808792,73056519,79.626,1644143,1309169,334974
