ts,date,cumRuntimeMS,algTimeSinceLastMS,qLatencyMS,allVC,realVC,EC,pctSame,matchedVertices,same,different,colourCount
2001-02-19T15:00:00-08:00,2001-02-19,5,8,3,35028,2,1,NaN,0,0,0
2001-06-28T15:00:00-07:00,2001-06-28,9,2,3,37988,859,1461,100.000,2,2,0
2001-11-03T15:00:00-08:00,2001-11-03,13,6,6,61837,4893,11817,95.460,859,820,39
2002-03-11T15:00:00-08:00,2002-03-11,50,36,7,100392,44168,296541,57.736,4893,2825,2068
2002-07-18T15:00:00-07:00,2002-07-18,93,36,2,182470,67713,508705,83.554,44168,36904,7264
2002-11-23T15:00:00-08:00,2002-11-23,223,143,19,316543,148401,1343041,78.536,67713,53179,14534
2003-04-01T14:00:00-08:00,2003-04-01,350,115,10,341009,197176,2087083,86.594,148401,128506,19895
2003-08-07T15:00:00-07:00,2003-08-07,506,146,6,529779,256079,2983125,86.098,197176,169764,27412
2003-12-13T15:00:00-08:00,2003-12-13,688,181,10,530644,324100,4101845,86.211,256079,220768,35311
2004-04-20T15:00:00-07:00,2004-04-20,1035,343,12,802661,435051,6180567,82.683,324100,267975,56125
2004-08-26T15:00:00-07:00,2004-08-26,1523,509,41,888640,561633,9128517,82.327,435051,358164,76887
2005-01-01T15:00:00-08:00,2005-01-01,2225,669,16,1228811,696324,13304079,81.815,561633,459498,102135
2005-05-10T15:00:00-07:00,2005-05-10,2969,770,52,1297213,837220,17766375,82.646,696324,575483,120841
2005-09-15T15:00:00-07:00,2005-09-15,4106,1120,46,1449906,1029581,24603441,79.867,837220,668665,168555
2006-01-21T15:00:00-08:00,2006-01-21,5571,1479,72,1588343,1227534,33373781,79.190,1029581,815328,214253
2006-05-30T15:00:00-07:00,2006-05-30,7468,1932,119,1735048,1438807,44799535,77.993,1227534,957385,270149
2006-10-05T15:00:00-07:00,2006-10-05,9737,2362,226,1865843,1644143,58415561,77.993,1438807,1122168,316639
2007-02-10T15:00:00-08:00,2007-02-10,12182,2466,253,1870709,1808792,73056519,79.503,1644143,1307151,336992
