ts,date,cumRuntimeMS,algTimeSinceLastMS,qLatencyMS,allVC,realVC,EC,pctSame,matchedVertices,same,different,colourCount
2001-02-19T15:00:00-08:00,2001-02-19,4,9,5,25448,2,1,NaN,0,0,0
2001-04-25T15:00:00-07:00,2001-04-25,12,3,2,38784,394,641,100.000,2,2,0
2001-06-28T15:00:00-07:00,2001-06-28,15,5,7,67154,859,1461,98.731,394,389,5
2001-08-31T15:00:00-07:00,2001-08-31,22,4,5,89810,1990,3617,98.603,859,847,12
2001-11-03T15:00:00-08:00,2001-11-03,28,2,4,98799,4893,11817,96.985,1990,1930,60
2002-01-06T15:00:00-08:00,2002-01-06,33,1,2,98799,7518,19077,97.077,4893,4750,143
2002-03-11T15:00:00-08:00,2002-03-11,56,23,4,132995,44168,296541,56.371,7518,4238,3280
2002-05-15T15:00:00-07:00,2002-05-15,64,9,8,150833,52410,373329,91.200,44168,40281,3887
2002-07-18T15:00:00-07:00,2002-07-18,90,19,3,180816,67713,508705,90.069,52410,47205,5205
2002-09-20T15:00:00-07:00,2002-09-20,123,31,3,180816,93161,741527,87.519,67713,59262,8451
2002-11-23T15:00:00-08:00,2002-11-23,224,101,8,315603,148401,1343041,87.922,93161,81909,11252
2003-01-26T15:00:00-08:00,2003-01-26,289,65,11,315603,171583,1704273,92.483,148401,137245,11156
2003-04-01T14:00:00-08:00,2003-04-01,356,61,8,369528,197176,2087083,92.302,171583,158375,13208
2003-06-04T15:00:00-07:00,2003-06-04,428,72,16,481276,225790,2510853,91.984,197176,181370,15806
2003-08-07T15:00:00-07:00,2003-08-07,501,73,22,530057,256079,2983125,92.498,225790,208851,16939
2003-10-10T15:00:00-07:00,2003-10-10,589,67,4,530057,288564,3475955,92.456,256079,236761,19318
2003-12-13T15:00:00-08:00,2003-12-13,686,103,12,530270,324100,4101845,91.622,288564,264387,24177
2004-02-15T15:00:00-08:00,2004-02-15,821,148,33,667780,366916,4906667,91.772,324100,297433,26667
2004-04-20T15:00:00-07:00,2004-04-20,1033,190,17,802414,435051,6180567,88.302,366916,323994,42922
2004-06-23T15:00:00-07:00,2004-06-23,1247,204,11,802414,497141,7441607,90.423,435051,393388,41663
2004-08-26T15:00:00-07:00,2004-08-26,1529,294,28,907035,561633,9128517,89.587,497141,445373,51768
2004-10-29T15:00:00-07:00,2004-10-29,1808,355,114,1140852,624794,10822623,89.957,561633,505230,56403
2005-01-01T15:00:00-08:00,2005-01-01,2224,311,19,1227999,696324,13304079,89.222,624794,557455,67339
2005-03-06T15:00:00-08:00,2005-03-06,2542,302,6,1227999,757943,15200355,90.853,696324,632632,63692
2005-05-10T15:00:00-07:00,2005-05-10,2962,465,56,1271051,837220,17766375,89.412,757943,677693,80250
2005-07-13T15:00:00-07:00,2005-07-13,3476,517,68,1386051,923753,20845585,88.778,837220,743270,93950
2005-09-15T15:00:00-07:00,2005-09-15,4103,613,62,1449684,1029581,24603441,87.765,923753,810728,113025
2005-11-18T15:00:00-08:00,2005-11-18,4765,671,78,1515231,1122183,28532621,88.733,1029581,913573,116008
2006-01-21T15:00:00-08:00,2006-01-21,5563,785,73,1587842,1227534,33373781,87.166,1122183,978160,144023
2006-03-27T14:00:00-08:00,2006-03-27,6488,962,118,1663488,1335166,38910295,86.743,1227534,1064805,162729
2006-05-30T15:00:00-07:00,2006-05-30,7476,994,130,1735484,1438807,44799535,87.404,1335166,1166987,168179
2006-08-02T15:00:00-07:00,2006-08-02,8560,1095,151,1801291,1543982,51352367,86.942,1438807,1250934,187873
2006-10-05T15:00:00-07:00,2006-10-05,9741,1206,185,1866137,1644143,58415561,87.267,1543982,1347387,196595
2006-12-08T15:00:00-08:00,2006-12-08,10901,1186,216,1870709,1731063,65359389,88.100,1644143,1448493,195650
2007-02-10T15:00:00-08:00,2007-02-10,12176,1290,236,1870709,1808792,73056519,88.133,1731063,1525643,205420
