ts,date,cumRuntimeMS,algTimeSinceLastMS,qLatencyMS,allVC,realVC,EC,pctSame,matchedVertices,same,different,colourCount
2001-02-19T15:00:00-08:00,2001-02-19,5,21,18,30678,2,1,NaN,0,0,0
2001-03-23T15:00:00-08:00,2001-03-23,21,2,3,35825,183,289,100.000,2,2,0
2001-04-25T15:00:00-07:00,2001-04-25,25,0,0,35825,394,641,98.907,183,181,2
2001-05-28T15:00:00-07:00,2001-05-28,25,2,3,55373,707,1177,100.000,394,394,0
2001-06-29T15:00:00-07:00,2001-06-29,29,3,4,68758,885,1499,98.586,707,697,10
2001-07-31T15:00:00-07:00,2001-07-31,34,4,5,92919,1328,2373,98.644,885,873,12
2001-09-01T15:00:00-07:00,2001-09-01,40,1,2,98791,1999,3637,99.172,1328,1317,11
2001-10-03T15:00:00-07:00,2001-10-03,42,0,1,98791,3329,6373,98.549,1999,1970,29
2001-11-04T15:00:00-08:00,2001-11-04,44,1,1,98791,4926,11887,98.228,3329,3270,59
2001-12-06T15:00:00-08:00,2001-12-06,45,1,1,98791,6422,16259,98.599,4926,4857,69
2002-01-07T15:00:00-08:00,2002-01-07,46,1,1,98791,7533,19105,98.567,6422,6330,92
2002-02-08T15:00:00-08:00,2002-02-08,49,2,0,98791,17012,63367,84.960,7533,6400,1133
2002-03-12T15:00:00-08:00,2002-03-12,57,14,7,100888,44272,297405,63.573,17012,10815,6197
2002-04-14T15:00:00-07:00,2002-04-14,67,6,6,128425,49533,344241,94.319,44272,41757,2515
2002-05-16T15:00:00-07:00,2002-05-16,75,4,5,145662,52456,374395,96.435,49533,47767,1766
2002-06-17T15:00:00-07:00,2002-06-17,83,9,7,163046,58826,438057,94.414,52456,49526,2930
2002-07-19T15:00:00-07:00,2002-07-19,93,8,7,182510,67799,510003,94.910,58826,55832,2994
2002-08-20T15:00:00-07:00,2002-08-20,105,7,4,182510,79439,607619,93.801,67799,63596,4203
2002-09-21T15:00:00-07:00,2002-09-21,124,19,6,182510,93526,746147,92.243,79439,73277,6162
2002-10-23T15:00:00-07:00,2002-10-23,192,65,6,299756,135095,1124075,92.065,93526,86105,7421
2002-11-24T15:00:00-08:00,2002-11-24,226,38,13,319990,148853,1353583,95.112,135095,128491,6604
2002-12-26T15:00:00-08:00,2002-12-26,268,30,4,319990,158393,1529267,96.531,148853,143689,5164
2003-01-27T15:00:00-08:00,2003-01-27,290,20,4,319990,171887,1710101,95.155,158393,150719,7674
2003-02-28T15:00:00-08:00,2003-02-28,320,35,10,319990,184299,1885755,95.460,171887,164083,7804
2003-04-02T14:00:00-08:00,2003-04-02,350,27,8,324885,197439,2090969,95.941,184299,176819,7480
2003-05-04T15:00:00-07:00,2003-05-04,389,38,10,403517,210175,2288569,96.129,197439,189796,7643
2003-06-05T15:00:00-07:00,2003-06-05,422,47,30,459536,226307,2518721,95.686,210175,201108,9067
2003-07-07T15:00:00-07:00,2003-07-07,467,41,30,497631,242249,2771713,95.868,226307,216956,9351
2003-08-08T15:00:00-07:00,2003-08-08,512,36,27,533681,256427,2989363,96.049,242249,232677,9572
2003-09-09T15:00:00-07:00,2003-09-09,553,31,22,534167,272834,3239577,95.679,256427,245348,11079
2003-10-11T15:00:00-07:00,2003-10-11,587,33,24,534167,288857,3482755,96.315,272834,262779,10055
2003-11-12T15:00:00-08:00,2003-11-12,626,33,24,534167,305056,3754001,95.995,288857,277289,11568
2003-12-14T15:00:00-08:00,2003-12-14,686,57,14,534167,324936,4117753,95.130,305056,290201,14855
2004-01-15T15:00:00-08:00,2004-01-15,752,71,23,573795,345787,4484117,95.683,324936,310907,14029
2004-02-16T15:00:00-08:00,2004-02-16,823,70,37,641163,367900,4923213,95.491,345787,330194,15593
2004-03-19T15:00:00-08:00,2004-03-19,932,119,47,744250,400968,5559863,93.523,367900,344071,23829
2004-04-21T15:00:00-07:00,2004-04-21,1036,105,54,805326,435830,6199681,93.767,400968,375977,24991
2004-05-23T15:00:00-07:00,2004-05-23,1146,72,24,805326,468020,6868553,93.937,435830,409405,26425
2004-06-24T15:00:00-07:00,2004-06-24,1247,87,19,805326,499381,7471251,94.964,468020,444450,23570
2004-07-26T15:00:00-07:00,2004-07-26,1379,126,6,805326,531015,8239555,93.916,499381,469001,30380
2004-08-27T15:00:00-07:00,2004-08-27,1535,205,61,891650,562887,9155103,94.354,531015,501033,29982
2004-09-28T15:00:00-07:00,2004-09-28,1669,160,95,1008099,594285,9972989,94.507,562887,531967,30920
2004-10-30T15:00:00-07:00,2004-10-30,1840,233,169,1157716,625725,10849147,94.483,594285,561500,32785
2004-12-01T15:00:00-08:00,2004-12-01,2095,195,116,1219792,661240,12242281,93.052,625725,582248,43477
2005-01-02T15:00:00-08:00,2005-01-02,2266,143,95,1229793,697364,13339371,94.202,661240,622903,38337
2005-02-03T15:00:00-08:00,2005-02-03,2410,119,81,1229813,727208,14258619,95.101,697364,663199,34165
2005-03-07T15:00:00-08:00,2005-03-07,2545,141,84,1229813,758702,15226303,94.933,727208,690361,36847
2005-04-09T15:00:00-07:00,2005-04-09,2744,162,51,1229813,796822,16421299,94.352,758702,715854,42848
2005-05-11T15:00:00-07:00,2005-05-11,2971,263,91,1245717,838388,17808609,93.829,796822,747649,49173
2005-06-12T15:00:00-07:00,2005-06-12,3202,294,164,1353177,878479,19197325,94.179,838388,789589,48799
2005-07-14T15:00:00-07:00,2005-07-14,3491,272,156,1385531,925473,20905221,93.455,878479,820985,57494
2005-08-15T15:00:00-07:00,2005-08-15,3798,320,178,1418240,981420,22781669,93.050,925473,861148,64325
2005-09-16T15:00:00-07:00,2005-09-16,4116,265,146,1444925,1030650,24656059,93.539,981420,918006,63414
2005-10-18T15:00:00-07:00,2005-10-18,4432,300,138,1477850,1077393,26551897,93.949,1030650,968285,62365
2005-11-19T15:00:00-08:00,2005-11-19,4781,352,136,1515703,1123536,28600725,93.746,1077393,1010015,67378
2005-12-21T15:00:00-08:00,2005-12-21,5149,365,140,1549980,1172316,30859125,93.172,1123536,1046823,76713
2006-01-22T15:00:00-08:00,2006-01-22,5580,401,113,1589102,1229055,33457571,92.520,1172316,1084625,87691
2006-02-23T15:00:00-08:00,2006-02-23,6026,454,130,1624877,1283544,36140241,92.777,1229055,1140279,88776
2006-03-28T14:00:00-08:00,2006-03-28,6506,462,117,1664964,1336675,38999903,92.663,1283544,1189371,94173
2006-04-29T15:00:00-07:00,2006-04-29,6972,482,140,1700372,1386639,41819793,93.014,1336675,1243297,93378
