ts,date,cumRuntimeMS,algTimeSinceLastMS,qLatencyMS,allVC,realVC,EC,pctSame,matchedVertices,same,different,colourCount
2001-02-19T15:00:00-08:00,2001-02-19,4,8,4,31824,2,1,NaN,0,0,0
2001-03-23T15:00:00-08:00,2001-03-23,9,1,2,37126,183,289,100.000,2,2,0
2001-04-25T15:00:00-07:00,2001-04-25,12,5,6,41915,394,641,98.907,183,181,2
2001-05-28T15:00:00-07:00,2001-05-28,18,1,3,52750,707,1177,99.746,394,393,1
2001-06-29T15:00:00-07:00,2001-06-29,22,6,7,82120,885,1499,98.586,707,697,10
2001-07-31T15:00:00-07:00,2001-07-31,29,0,1,82120,1328,2373,99.435,885,880,5
2001-09-01T15:00:00-07:00,2001-09-01,31,3,4,98127,1999,3637,99.172,1328,1317,11
2001-10-03T15:00:00-07:00,2001-10-03,35,1,1,98867,3329,6373,98.849,1999,1976,23
2001-11-04T15:00:00-08:00,2001-11-04,37,1,1,98867,4926,11887,97.867,3329,3258,71
2001-12-06T15:00:00-08:00,2001-12-06,39,1,1,98867,6422,16259,98.477,4926,4851,75
2002-01-07T15:00:00-08:00,2002-01-07,40,1,1,98867,7533,19105,98.645,6422,6335,87
2002-02-08T15:00:00-08:00,2002-02-08,43,2,0,98867,17012,63367,84.282,7533,6349,1184
2002-03-12T15:00:00-08:00,2002-03-12,54,15,6,100137,44272,297405,64.507,17012,10974,6038
2002-04-14T15:00:00-07:00,2002-04-14,62,8,8,132494,49533,344241,93.989,44272,41611,2661
2002-05-16T15:00:00-07:00,2002-05-16,72,9,10,152557,52456,374395,96.277,49533,47689,1844
2002-06-17T15:00:00-07:00,2002-06-17,85,10,8,180443,58826,438057,94.163,52456,49394,3062
2002-07-19T15:00:00-07:00,2002-07-19,98,6,4,182510,67799,510003,94.385,58826,55523,3303
2002-08-20T15:00:00-07:00,2002-08-20,105,8,5,182510,79439,607619,93.907,67799,63668,4131
2002-09-21T15:00:00-07:00,2002-09-21,117,9,4,182510,93526,746147,92.441,79439,73434,6005
2002-10-23T15:00:00-07:00,2002-10-23,148,35,10,228807,135095,1124075,92.354,93526,86375,7151
2002-11-24T15:00:00-08:00,2002-11-24,176,39,23,296598,148853,1353583,94.579,135095,127772,7323
2002-12-26T15:00:00-08:00,2002-12-26,210,23,17,316526,158393,1529267,96.478,148853,143611,5242
2003-01-27T15:00:00-08:00,2003-01-27,235,18,11,316526,171887,1710101,95.417,158393,151134,7259
2003-02-28T15:00:00-08:00,2003-02-28,254,29,22,316526,184299,1885755,95.541,171887,164222,7665
2003-04-02T14:00:00-08:00,2003-04-02,292,37,25,357303,197439,2090969,95.794,184299,176548,7751
2003-05-04T15:00:00-07:00,2003-05-04,329,32,24,397672,210175,2288569,96.307,197439,190147,7292
2003-06-05T15:00:00-07:00,2003-06-05,371,48,34,476612,226307,2518721,95.577,210175,200878,9297
2003-07-07T15:00:00-07:00,2003-07-07,419,40,33,528326,242249,2771713,95.503,226307,216130,10177
2003-08-08T15:00:00-07:00,2003-08-08,460,25,26,528326,256427,2989363,95.815,242249,232110,10139
2003-09-09T15:00:00-07:00,2003-09-09,499,40,26,528326,272834,3239577,95.653,256427,245280,11147
2003-10-11T15:00:00-07:00,2003-10-11,536,34,23,528326,288857,3482755,96.249,272834,262601,10233
2003-11-12T15:00:00-08:00,2003-11-12,571,32,27,528326,305056,3754001,95.790,288857,276695,12162
2003-12-14T15:00:00-08:00,2003-12-14,616,60,50,530090,324936,4117753,95.096,305056,290096,14960
2004-01-15T15:00:00-08:00,2004-01-15,682,78,53,568378,345787,4484117,95.744,324936,311107,13829
2004-02-16T15:00:00-08:00,2004-02-16,782,98,58,675399,367900,4923213,95.388,345787,329838,15949
2004-03-19T15:00:00-08:00,2004-03-19,877,135,105,793896,400968,5559863,93.173,367900,342785,25115
2004-04-21T15:00:00-07:00,2004-04-21,1011,66,43,803501,435830,6199681,93.936,400968,376655,24313
2004-05-23T15:00:00-07:00,2004-05-23,1085,68,46,803501,468020,6868553,94.160,435830,410377,25453
2004-06-24T15:00:00-07:00,2004-06-24,1149,77,65,803501,499381,7471251,94.809,468020,443724,24296
2004-07-26T15:00:00-07:00,2004-07-26,1235,102,80,803501,531015,8239555,94.046,499381,469647,29734
2004-08-27T15:00:00-07:00,2004-08-27,1353,133,124,808563,562887,9155103,94.687,531015,502801,28214
2004-09-28T15:00:00-07:00,2004-09-28,1516,159,93,899312,594285,9972989,94.509,562887,531978,30909
2004-10-30T15:00:00-07:00,2004-10-30,1661,187,146,1008066,625725,10849147,94.492,594285,561553,32732
2004-12-01T15:00:00-08:00,2004-12-01,1888,259,186,1150441,661240,12242281,93.882,625725,587443,38282
2005-01-02T15:00:00-08:00,2005-01-02,2127,189,144,1215929,697364,13339371,93.926,661240,621075,40165
2005-02-03T15:00:00-08:00,2005-02-03,2318,122,93,1231612,727208,14258619,95.240,697364,664172,33192
2005-03-07T15:00:00-08:00,2005-03-07,2461,132,86,1231612,758702,15226303,94.923,727208,690290,36918
2005-04-09T15:00:00-07:00,2005-04-09,2610,168,98,1231612,796822,16421299,94.289,758702,715375,43327
2005-05-11T15:00:00-07:00,2005-05-11,2781,223,154,1239171,838388,17808609,93.765,796822,747138,49684
2005-06-12T15:00:00-07:00,2005-06-12,3004,270,209,1307896,878479,19197325,94.043,838388,788442,49946
2005-07-14T15:00:00-07:00,2005-07-14,3314,320,230,1385256,925473,20905221,93.374,878479,820274,58205
2005-08-15T15:00:00-07:00,2005-08-15,3607,259,201,1403295,981420,22781669,92.962,925473,860338,65135
2005-09-16T15:00:00-07:00,2005-09-16,3899,293,216,1441287,1030650,24656059,93.425,981420,916889,64531
2005-10-18T15:00:00-07:00,2005-10-18,4227,302,204,1469782,1077393,26551897,93.878,1030650,967553,63097
2005-11-19T15:00:00-08:00,2005-11-19,4528,306,218,1503694,1123536,28600725,93.740,1077393,1009950,67443
2005-12-21T15:00:00-08:00,2005-12-21,4861,317,198,1540055,1172316,30859125,93.255,1123536,1047748,75788
2006-01-22T15:00:00-08:00,2006-01-22,5195,380,252,1579276,1229055,33457571,92.534,1172316,1084789,87527
2006-02-23T15:00:00-08:00,2006-02-23,5646,461,269,1620078,1283544,36140241,92.732,1229055,1139729,89326
2006-03-28T14:00:00-08:00,2006-03-28,6047,451,325,1655022,1336675,38999903,92.553,1283544,1187962,95582
2006-04-29T15:00:00-07:00,2006-04-29,6476,439,340,1686804,1386639,41819793,93.028,1336675,1243487,93188
2006-05-31T15:00:00-07:00,2006-05-31,6913,465,374,1721994,1440305,44923863,92.956,1386639,1288961,97678
2006-07-02T15:00:00-07:00,2006-07-02,7384,465,373,1755454,1491286,48082817,92.817,1440305,1336849,103456
2006-08-03T15:00:00-07:00,2006-08-03,7847,481,401,1780118,1545556,51466437,92.896,1491286,1385339,105947
2006-09-04T15:00:00-07:00,2006-09-04,8362,506,405,1811273,1599743,55163361,92.602,1545556,1431218,114338
2006-10-06T15:00:00-07:00,2006-10-06,8880,522,416,1846066,1645643,58517353,93.414,1599743,1494384,105359
2006-11-07T15:00:00-08:00,2006-11-07,9401,524,425,1868043,1691256,61919231,93.462,1645643,1538048,107595
2006-12-09T15:00:00-08:00,2006-12-09,9928,552,454,1870709,1732500,65477341,93.374,1691256,1579192,112064
2007-01-10T15:00:00-08:00,2007-01-10,10505,609,492,1870709,1770310,69192709,93.679,1732500,1622990,109510
2007-02-11T15:00:00-08:00,2007-02-11,11130,607,480,1870709,1810002,73188445,93.290,1770310,1651531,118779
2007-03-15T16:00:00-07:00,2007-03-15,11735,621,501,1870709,1847221,77206549,93.522,1810002,1692753,117249
