Name,AtEventIndex,EdgeCount,EdgeDelete,Latency,AlgTimeSinceLast,CurrentRuntime
0,60800857,60800858,0,83845085,10757636,46514858036
0,61001212,61001213,0,69232493,8186537,47044299173
0,61242160,61242161,0,68073604,9040675,47553776428
0,61458958,61458959,0,57110802,7931356,48060118025
0,61693591,61693592,0,67602751,9074402,48553860965
0,61918168,61918169,0,73648878,9921187,49120207893
0,62140092,62140093,0,79394893,9360162,49785150452
0,62348145,62348146,0,80604504,8217099,50313681471
0,62557224,62557225,0,55335013,9111216,50913490481
0,62763724,62763725,0,59947413,8619550,51476282735
0,62977058,62977059,0,73654117,10454632,52030377386
0,63187892,63187893,0,71014963,8900218,52598093799
0,63387253,63387254,0,88759596,10513826,53168275095
0,63582544,63582545,0,163241477,8209166,53784149749
0,63842863,63842864,0,66268806,10545077,54426105561
0,64061044,64061045,0,60429587,9002232,55075416541
0,64319642,64319643,0,65804601,9961196,55630799966
0,64556591,64556592,0,66167389,9253902,56186541799
0,64808724,64808725,0,86400873,11088803,56748198370
0,65020998,65020999,0,79998466,11454988,57378093862
0,65221720,65221721,0,70334242,8172520,57984034358
0,65397749,65397750,0,46937108,6745755,58571543089
0,65468977,65468978,0,37234592,4394941,59145213076
0,65549693,65549694,0,23355325,3723690,59775848150
0,65629458,65629459,0,35916525,4419691,60308315356
0,65738369,65738370,0,31321149,4200254,60852646020
0,65862048,65862049,0,62783290,5205827,61361712893
0,65983037,65983038,0,35996549,4636811,61956807764
0,66102479,66102480,0,34673356,4836088,62523098851
0,66224097,66224098,0,42619971,4596677,63097879178
0,66347356,66347357,0,55810488,4901479,63628947917
0,66466652,66466653,0,47493183,4701952,64201542011
0,66582016,66582017,0,41378015,5540581,64780945619
0,66698382,66698383,0,58035063,6376033,65407435804
0,66813228,66813229,0,32571255,4875901,66001711197
0,66928381,66928382,0,50793628,4836436,66575631434
0,67043150,67043151,0,30124700,4709668,67119613468
0,67167017,67167018,0,32426754,5057936,67623994711
0,67287908,67287909,0,64859657,10538711,68530268731
0,67410614,67410615,0,20539787,16989793,69148291455
0,67526913,67526914,0,25043899,23095340,69730260080
0,67641333,67641334,0,29697256,17500215,70369467495
0,67732196,67732197,0,23581152,12289903,70948941362
0,67823540,67823541,0,31281409,13950273,71915573073
0,67922361,67922362,0,43018836,14399788,72469383058
0,68021247,68021248,0,33626733,13629483,73026567824
0,68120170,68120171,0,38099850,17306282,73598777859
0,68222417,68222418,0,32808227,14395326,74206993566
0,68320009,68320010,0,53214738,13113504,74779889910
0,68402166,68402167,0,27606077,12027239,75369002467
0,68501347,68501348,0,35578369,14579762,75902840478
0,68609757,68609758,0,84138391,7556902,76592969479
0,68726876,68726877,0,71490636,4736448,77325412604
0,68842321,68842322,0,38620953,3423052,77991704467
0,68955632,68955633,0,150585368,11837174,78665322642
0,69078013,69078014,0,64514472,4666663,79520575854
0,69199341,69199342,0,33057241,3477562,80024862614
0,69337636,69337637,0,38476288,4329358,80461868189
0,69493569,69493570,0,68684618,6945211,81178116522
0,69651337,69651338,0,56776546,6615425,81831808080
0,69806935,69806936,0,109088019,8837257,82487601595
0,69966894,69966895,0,86043189,7151187,83344636622
0,70125747,70125748,0,84355802,7142253,83966091878
0,70282296,70282297,0,78643500,6102689,84587013530
0,70426919,70426920,0,79446351,5948997,85184552051
0,70569569,70569570,0,48788248,5267165,85838029508
0,70712624,70712625,0,69298081,6410890,86403897068
0,70854356,70854357,0,74991736,6019856,87326065361
0,70989485,70989486,0,112826301,5883395,88161879361
0,71131366,71131367,0,62271837,5800458,88954224369
0,71266461,71266462,0,53601524,5466004,89617263846
0,71411269,71411270,0,52915246,6238896,90320658231
0,71567397,71567398,0,81090347,6734088,90948136679
0,71737810,71737811,0,93426833,7470894,91733293524
0,71909449,71909450,0,103172500,7508416,92924211108
